lat,lon,bec_zone,map_label,prob_2017,prob_2018,prob_2019,prob_2020,prob_2021,prob_2022,prob_2023,prob_2024,rank_2017,rank_2018,rank_2019,rank_2020,rank_2021,rank_2022,rank_2023,rank_2024,trend_slope,trend_pvalue,trend_class,top_k_years,consistent_core
49.473747,-125.896473,CWH,CWHvm2,0.2945335,0.80768466,0.6015473,0.9001967,0.6016333,0.87098706,0.2829305,0.150053,65.07,85.77,84.58,95.5,80.60000000000001,78.31,58.160000000000004,64.08,-2.04,0.17886905,stable,1,False
49.153255,-120.900017,CWH,CWHms1,0.5661793,0.3253224,0.37928516,0.3111001,0.43590197,0.6588946,0.48208806,0.294642,80.0,56.64,73.27,71.8,72.08,62.77,70.38,75.39,-0.5341667,0.9048611,stable,0,False
49.402724,-125.385515,CWH,CWHmm1,0.21477337,0.14981507,0.2940095,0.23572224,0.4273039,0.6354751,0.5039999,0.039805,58.160000000000004,41.25,67.85,66.86999999999999,71.39999999999999,61.35,71.59,42.79,0.7865,0.5484127,stable,0,False
52.924729,-131.757348,CWH,CWHvh3,0.0021466948,0.0023229427,0.0013495847,0.0018931555,0.013624917,0.006011224,0.0017096846,0.001772,3.29,2.16,1.9900000000000002,5.8500000000000005,16.02,4.07,3.3000000000000003,6.075,0.36267856,0.27509922,stable,0,False
49.8482,-125.272525,CWH,CWHxm1,0.8759084,0.8389459,0.41842368,0.09421579,0.6267167,0.41646144,0.51041704,0.215602,93.47,87.57000000000001,75.2,50.44,81.88,48.49,71.94,69.88,-3.248,0.061011903,declining,0,False
55.017202,-132.242388,CWH,CWHvh3,0.20966673,0.16635935,0.17364483,0.10083177,0.10450028,0.10323494,0.08960001,0.136829,57.64,43.05,57.69,51.74999999999999,43.04,25.319999999999997,37.7,62.73,-2.3166666,0.5484127,stable,0,False
48.643473,-124.205136,CWH,CWHvm2,0.19158392,0.36719835,0.30843216,0.15219057,0.13388501,0.6700301,0.53654134,0.195643,55.85,59.78,68.77,58.85,47.370000000000005,63.370000000000005,73.56,68.22,1.6355715,0.27509922,stable,0,False
49.251645,-122.365022,CWH,CWHdm,0.9529998,0.9555199,0.95854896,0.9290504,0.84998685,0.97431254,0.9792885,0.98014,97.19,95.44,97.58,96.56,91.91,91.33,97.64,99.39,0.135,0.71954364,stable,6,True
49.891364,-124.547661,CWH,CWHxm1,0.6983284,0.93963665,0.786051,0.9353344,0.49539918,0.94358325,0.88113993,0.512285,85.76,94.21000000000001,91.51,96.67999999999999,75.42,86.16,91.18,85.74000000000001,-0.408,0.5484127,stable,1,False
52.903335,-131.780194,CWH,CWHvh3,0.067034766,0.16793571,0.02814179,0.014069632,0.07336816,0.077415675,0.022752153,0.010954,37.18,43.2,26.6,23.599999999999998,37.26,22.220000000000002,20.91,24.21,-1.9164286,0.108680554,stable,0,False
49.198559,-122.610429,CWH,CWHxm1,0.87043196,0.82002145,0.72433186,0.6512319,0.5635489,0.90257096,0.57192445,0.355745,93.25,86.53,89.01,87.29,78.93,81.15,75.28,79.08,-2.08625,0.031150794,declining,0,False
50.194845,-127.756322,CWH,CWHvh1,0.6760529,0.40612632,0.62664384,0.156942,0.434555,0.7782342,0.8366082,0.277607,84.84,62.470000000000006,85.54,59.47,72.02,70.09,88.55,74.26,0.6825,0.71954364,stable,0,False
49.899428,-123.192412,CWH,CWHds1,0.5787994,0.3481698,0.14523801,0.49536127,0.54950094,0.72655,0.5984529,0.497935,80.62,58.3,54.26,81.01,78.43,66.82000000000001,76.72,85.24000000000001,1.59375,0.5484127,stable,0,False
48.725029,-124.172343,CWH,CWHxm2,0.28302017,0.77017814,0.5713785,0.44249353,0.71551883,0.81391716,0.6355621,0.20234,64.2,83.5,83.25,78.71000000000001,86.00999999999999,72.8,78.46,68.72,-1.10275,0.5484127,stable,0,False
49.189167,-122.717944,CWH,CWHxm1,0.538988,0.23683462,0.2507783,0.095956385,0.12711233,0.7646416,0.11891178,0.045767,78.78,49.669999999999995,64.8,50.839999999999996,46.37,69.22,41.89,45.050000000000004,-2.6116667,0.108680554,stable,0,False
50.025568,-125.525774,CWH,CWHxm2,0.9265479,0.682179,0.75166994,0.86844474,0.89283395,0.98737097,0.944793,0.220024,95.92,78.35,90.12,94.26,93.67999999999999,94.67999999999999,94.78999999999999,70.27,-0.039166667,1.0,stable,1,False
50.009166,-121.69525,CWH,CWHds1,0.07925755,0.17309621,0.115309104,0.43383387,0.41608036,0.7906056,0.4119901,0.260516,39.7,43.69,50.32,78.27,70.94,70.83,66.22,73.21,4.6825714,0.108680554,stable,0,False
49.745854,-126.678714,CWH,CWHvm1,0.17274153,0.54699653,0.12553594,0.09203465,0.17431423,0.3740303,0.09927312,0.0058,53.76,71.24000000000001,51.83,50.1,52.03,45.97,39.11,16.975,-5.6575,0.0055059525,declining,0,False
49.715484,-123.807249,CWH,CWHvm2,0.034383368,0.22838598,0.10367759,0.06075438,0.050018013,0.4261003,0.14196374,0.054,27.12,48.980000000000004,48.07,43.65,32.06,49.120000000000005,44.58,47.89,0.33,0.71954364,stable,0,False
48.994497,-124.616264,CWH,CWHvm1,0.035388976,0.30050388,0.27987403,0.3544483,0.7908478,0.94400555,0.5847624,0.759275,27.55,55.00000000000001,66.99000000000001,74.17,89.05999999999999,86.21,76.02,93.23,7.49125,0.0055059525,increasing,0,False
50.473984,-123.829459,CWH,CWHms1,0.64200187,0.8047664,0.7623051,0.47962353,0.6356776,0.74111277,0.89270586,0.545149,83.31,85.63,90.53,80.25,82.43,67.75999999999999,91.88,86.92999999999999,0.27708334,0.9048611,stable,0,False
49.512226,-125.655506,CWH,CWHmm2,0.117334425,0.19128399,0.09949862,0.18517262,0.04962405,0.40727866,0.19099511,0.066164,46.62,45.550000000000004,47.42,62.38,31.919999999999998,47.910000000000004,50.13999999999999,51.15,0.6635714,0.17886905,stable,0,False
55.096127,-131.525456,CWH,CWHvh3,0.2815352,0.26644138,0.2656466,0.29466453,0.24495113,0.39260256,0.21334952,0.264927,64.05999999999999,52.23,65.9,70.73,59.040000000000006,47.03,52.31,73.48,0.35175,0.9048611,stable,0,False
49.514277,-125.126615,CWH,CWHxm2,0.122432865,0.17525916,0.046227474,0.045753125,0.20172997,0.42921513,0.6000852,0.357213,47.349999999999994,43.96,34.32,39.76,55.19,49.370000000000005,76.89,79.19,4.97,0.061011903,increasing,0,False
53.820173,-132.727398,CWH,CWHvh3,0.013158172,0.010160316,0.027475696,0.027045527,0.034460086,0.16150515,0.012521698,0.009649,15.5,8.469999999999999,26.33,32.49,26.900000000000002,30.95,15.14,22.62,1.1755714,0.71954364,stable,0,False
53.597217,-129.01164,CWH,CWHvh2,0.008194732,0.006825089,0.0015751821,0.0027103995,0.014844684,0.04031272,0.0027133515,0.001481,11.06,6.11,2.36,7.9799999999999995,16.88,16.09,5.19,5.04,-0.18116666,0.71954364,stable,0,False
51.849855,-127.207119,CWH,CWHvm2,0.06792168,0.11917294,0.04452501,0.039232124,0.041041195,0.100598276,0.02104519,0.004937,37.39,37.419999999999995,33.67,37.43,29.330000000000002,25.06,20.21,15.2,-3.4035,0.014136905,declining,0,False
48.448856,-123.516872,CDF,CDFmm,0.902671,0.82969195,0.81641716,0.8965523,0.8397905,0.9765013,0.9434195,0.739721,94.8,87.03,92.51,95.3,91.47,91.9,94.69999999999999,92.67,0.09933333,0.9048611,stable,1,False
52.645531,-127.446744,CWH,CWHvm2,0.00014804724,0.00049528026,0.0001351963,0.0005487739,0.00075934816,0.00036392786,0.00014771053,0.000101,0.09,0.33999999999999997,0.11,1.71,1.25,0.18,0.18,0.08499999999999999,-0.0028571428,0.70838404,stable,0,False
50.112288,-127.034808,CWH,CWHvm1,0.7079893,0.97878635,0.7228435,0.82515174,0.7927566,0.7993579,0.34345368,0.024464,86.02,97.49,88.92999999999999,92.92,89.13,71.52,62.1,35.510000000000005,-6.89275,0.061011903,declining,1,False
52.56265,-128.021398,CWH,CWHvm1,0.25348023,0.17095914,0.1119728,0.037395075,0.47646573,0.6977901,0.20638126,0.195297,61.78,43.5,49.76,36.919999999999995,74.45,65.05,51.71,68.17999999999999,1.6035,0.39875993,stable,0,False
49.742131,-126.906136,CWH,CWHvm1,0.37730592,0.71277267,0.22597727,0.18001671,0.51532406,0.7977007,0.17545393,0.057107,70.71,80.33,62.72,61.88,76.64,71.37,48.69,48.77,-3.2058928,0.17886905,stable,0,False
52.831532,-128.331096,CWH,CWHvm2,0.0064309295,0.0069292607,0.0026702185,0.001105575,0.00690074,0.011060419,0.0018663647,0.003139,9.07,6.22,4.06,3.4799999999999995,10.24,6.52,3.66,10.77,0.0675,0.9048611,stable,0,False
50.513165,-125.489929,CWH,CWHvm2,0.031618316,0.012555688,0.00951442,0.0029980808,0.016466236,0.0712032,0.028356422,0.005171,25.77,10.059999999999999,12.920000000000002,8.690000000000001,18.02,21.4,23.330000000000002,15.76,1.35875,0.71954364,stable,0,False
54.866636,-130.676901,CWH,CWHvh3,0.02708295,0.022525446,0.009071375,0.009945166,0.01077354,0.034540266,0.0037248482,0.001749,23.79,15.329999999999998,12.479999999999999,19.72,13.77,14.71,6.72,5.970000000000001,-2.1605,0.031150794,declining,0,False
52.20468,-126.020096,CWH,CWHds2,0.09689947,0.2633382,0.15652789,0.13297597,0.089791425,0.5362916,0.1250936,0.035189,43.05,51.94,55.7,56.45,40.31,55.64,42.620000000000005,41.05,-0.34535715,0.5484127,stable,0,False
53.913905,-132.938625,CWH,CWHvh3,0.005438785,0.014312745,0.010390447,0.0035655992,0.0051413355,0.027905203,0.003343695,0.003976,7.9399999999999995,11.04,13.889999999999999,9.879999999999999,8.07,12.9,6.21,12.9,0.01625,0.90078026,stable,0,False
49.315412,-124.937872,CWH,CWHxm1,0.2717027,0.2164946,0.043942384,0.061621044,0.37908322,0.75960207,0.2351934,0.033454,63.3,47.839999999999996,33.43,43.9,68.74,68.78,54.15,40.08,-0.4575,1.0,stable,0,False
53.383907,-130.167787,CWH,CWHvh2,0.5754215,0.4789396,0.49092394,0.08953595,0.23292899,0.8762413,0.43440494,0.104836,80.44,67.31,79.34,49.68,58.02,78.77,67.58999999999999,58.60999999999999,-1.7958333,0.39875993,stable,0,False
51.582916,-127.206602,CWH,CWHvm1,0.024545815,0.032056816,0.007882537,0.006285019,0.01758148,0.08724156,0.0076822476,0.00539,22.53,19.16,11.18,14.760000000000002,18.83,23.41,11.43,16.13,-0.7025,0.71954364,stable,0,False
50.715175,-126.399292,CWH,CWHvm2,0.46355623,0.239095,0.44048655,0.027652962,0.3332804,0.39988682,0.11376423,0.704899,75.09,49.89,76.53,32.75,65.77,47.510000000000005,41.15,91.64,-1.1715,0.9048611,stable,0,False
49.136191,-121.893364,CWH,CWHxm1,0.013882559,0.0536147,0.02367947,0.10177966,0.056291867,0.11013872,0.07567587,0.026313,16.05,25.619999999999997,24.2,51.870000000000005,33.5,26.16,35.38,36.47,2.238,0.061011903,increasing,0,False
49.980256,-124.038168,CWH,CWHvm2,0.10401174,0.41658902,0.0732541,0.2564595,0.24356295,0.38363957,0.1563669,0.06106,44.31,63.17,41.760000000000005,68.27,58.9,46.53,46.44,49.730000000000004,0.1325,1.0,stable,0,False
49.044212,-121.435941,CWH,CWHms1,0.823304,0.39082792,0.33524534,0.4001864,0.32102004,0.8486652,0.3849899,0.187307,91.03999999999999,61.5,70.6,76.55,64.82,75.81,64.57000000000001,67.51,-1.06275,0.5484127,stable,0,False
54.345076,-130.389365,CWH,CWHvh2,0.015416951,0.0401711,0.074309066,0.012976993,0.03609299,0.09473696,0.07439415,0.024132,17.299999999999997,21.740000000000002,42.0,22.59,27.57,24.39,35.13,35.28,2.4120834,0.061011903,increasing,0,False
53.046049,-131.848843,CWH,CWHvh3,0.38043538,0.63693345,0.5205946,0.5520212,0.37024316,0.28876588,0.36243412,0.41886,70.87,75.92,80.77,83.32000000000001,68.24,40.27,63.12,82.04,-0.48875,0.9048611,stable,0,False
51.325021,-124.952048,CWH,CWHms1,0.010835893,0.007822766,0.003715868,0.0044420487,0.004270639,0.014735501,0.015369447,0.015889,13.569999999999999,6.890000000000001,5.800000000000001,11.78,6.94,8.02,17.25,29.060000000000002,1.4516667,0.17886905,stable,0,False
51.07551,-126.480782,CWH,CWHvm2,0.03853277,0.079388045,0.029693095,0.006672991,0.010291443,0.10302961,0.03593384,0.022855,28.849999999999998,31.09,27.24,15.340000000000002,13.36,25.3,25.869999999999997,34.42,-0.41958332,0.9048611,stable,0,False
53.854031,-129.971672,CWH,CWHvh2,0.0015653028,0.0013962653,0.0019371262,0.0008336317,0.013936667,0.016987102,0.0012007327,0.000528,2.42,1.17,2.9000000000000004,2.63,16.24,9.0,2.4,1.3299999999999998,0.011666667,1.0,stable,0,False
49.890391,-125.474336,CWH,CWHmm2,0.5508723,0.7311045,0.44711837,0.45063964,0.50160104,0.8045428,0.35108727,0.132071,79.31,81.22,76.9,79.02,75.84,71.98,62.580000000000005,62.2,-2.8641667,0.0017361111,declining,0,False
49.018116,-124.955863,CWH,CWHvm2,0.26984465,0.31310266,0.31451753,0.18435717,0.4054997,0.8562737,0.58385473,0.241114,63.12,55.88999999999999,69.15,62.260000000000005,70.28999999999999,76.72,75.94999999999999,71.96000000000001,2.4741666,0.061011903,increasing,0,False
50.261566,-125.331632,CWH,CWHxm2,0.81661075,0.42315766,0.4420802,0.48423442,0.57680047,0.57599,0.7698811,0.115577,90.84,63.56,76.66,80.42,79.45,58.040000000000006,85.1,60.18,-1.175,0.5484127,stable,0,False
55.214981,-132.51573,CWH,CWHvh3,0.0050319606,0.010031848,0.005558806,0.0013742441,0.0037913912,0.05145477,0.008830874,0.019207,7.359999999999999,8.36,8.27,4.37,6.1,18.15,12.47,31.790000000000003,1.944,0.17886905,stable,0,False
50.469952,-125.541228,CWH,CWHvm1,0.074201725,0.1826511,0.03641084,0.051933166,0.075044766,0.1863305,0.0470397,0.006666,38.59,44.800000000000004,30.34,41.43,37.63,33.07,28.84,18.39,-3.06225,0.031150794,declining,0,False
50.201499,-125.860641,CWH,CWHmm1,0.24165195,0.21661125,0.07611102,0.22279656,0.18273911,0.13978861,0.107170984,0.002574,60.73,47.88,42.33,65.97,53.05,29.09,40.25,8.98,-6.364,0.061011903,declining,0,False
53.525634,-132.081807,CWH,CWHvh3,0.0113727795,0.031166809,0.03112344,0.014727596,0.12778802,0.30608538,0.19605047,0.007546,14.09,18.740000000000002,27.98,24.18,46.47,41.4,50.73,19.82,5.056,0.108680554,stable,0,False
53.864959,-132.366331,CWH,CWHvh3,0.028348347,0.31299767,0.1726676,0.040526904,0.83900374,0.9157431,0.27092534,0.16267,24.48,55.879999999999995,57.56,37.940000000000005,91.43,82.77,57.21000000000001,65.21000000000001,5.6367855,0.17886905,stable,0,False
48.648173,-123.901992,CWH,CWHmm1,0.2962722,0.89682466,0.6430707,0.31917974,0.3535239,0.888378,0.56331426,0.080513,65.25999999999999,90.97,86.11999999999999,72.23,67.33,79.75,74.95,54.459999999999994,-3.0045,0.39875993,stable,0,False
49.587627,-122.729534,CWH,CWHvm2,0.5690328,0.72642636,0.4748221,0.5102438,0.24226806,0.8588957,0.67631954,0.339619,80.11,81.04,78.36999999999999,81.66,58.8,76.98,80.49,78.12,-0.33714285,0.5484127,stable,0,False
51.402332,-127.141248,CWH,CWHvm2,0.23653997,0.6710094,0.5288411,0.06263345,0.17739739,0.8435423,0.5009046,0.089061,60.28,77.8,81.23,44.06,52.38,75.32,71.41999999999999,55.95,-0.948,0.71954364,stable,0,False
53.593723,-128.388841,CWH,CWHvm1,0.008890721,0.016357496,0.0027381098,0.0010476521,0.009349405,0.0052526784,0.0026598144,0.001401,11.709999999999999,12.36,4.16,3.2399999999999998,12.55,3.5700000000000003,5.13,4.77,-0.64,0.71954364,stable,0,False
52.191399,-127.749068,CWH,CWHvh2,0.09050143,0.06240885,0.030417848,0.01708849,0.21142457,0.7423962,0.06907738,0.052084,41.83,27.589999999999996,27.589999999999996,26.119999999999997,56.03,67.82000000000001,34.03,47.24,2.1233332,0.38281015,stable,0,False
49.416872,-122.854143,CWH,CWHvm1,0.48925444,0.68078965,0.32948253,0.3784182,0.29405814,0.9400058,0.5369802,0.185347,76.53999999999999,78.31,70.22,75.46000000000001,62.91,85.66,73.58,67.36999999999999,-0.7863333,0.39875993,stable,0,False
49.246504,-125.108749,CWH,CWHvm2,0.04146105,0.18480358,0.11330988,0.052586205,0.062507235,0.4461068,0.43825173,0.170769,29.87,44.96,50.029999999999994,41.64,34.94,50.23,67.81,66.0,4.37,0.061011903,increasing,0,False
50.023321,-125.714352,CWH,CWHmm2,0.6770244,0.21937115,0.16292486,0.09191693,0.08672285,0.2978365,0.2721199,0.019632,84.89999999999999,48.1,56.46,50.09,39.72,40.88,57.35,32.12,-4.5420833,0.17886905,stable,0,False
50.253594,-124.8919,CWH,CWHdm,0.18110003,0.18330444,0.07600268,0.086688265,0.17932086,0.7521861,0.6408338,0.203804,54.64,44.85,42.3,49.120000000000005,52.62,68.32000000000001,78.72,68.89999999999999,4.4791665,0.061011903,increasing,0,False
49.656077,-122.401363,CWH,CWHvm1,0.84150517,0.95955235,0.96181387,0.92494744,0.9567618,0.9788013,0.56997436,0.892649,91.89,95.8,97.75,96.34,97.33000000000001,92.41,75.21,96.65,-0.06625,1.0,stable,5,False
54.029968,-132.324379,CWH,CWHvh3,0.026624791,0.2426066,0.05408951,0.020113789,0.22360386,0.64199126,0.045966648,0.066106,23.56,50.17,36.76,28.27,57.21000000000001,61.7,28.610000000000003,51.13999999999999,2.6113334,0.27509922,stable,0,False
49.808141,-122.310808,CWH,CWHms1,0.033216953,0.33626366,0.10570621,0.06543315,0.15327244,0.6622319,0.1278463,0.078879,26.6,57.49999999999999,48.42,44.62,49.96,62.970000000000006,42.99,54.03,1.3620833,0.5484127,stable,0,False
49.361199,-125.693886,CWH,CWHvm2,0.60442346,0.786223,0.5528331,0.578242,0.7195114,0.9603892,0.79829335,0.547821,81.58,84.5,82.45,84.49,86.27,88.75,86.61,87.05000000000001,0.809881,0.014136905,increasing,0,False
49.391398,-122.013606,CWH,CWHvm1,0.78255737,0.7244635,0.6311267,0.40533346,0.38323075,0.24510825,0.6430384,0.527083,89.44,80.84,85.76,76.85,68.96,37.15,78.81,86.31,-1.8058333,0.39875993,stable,0,False
49.94891,-125.263445,CWH,CWHxm1,0.7511293,0.8024217,0.7627208,0.51273817,0.8499678,0.36733946,0.43459606,0.211203,88.09,85.50999999999999,90.55,81.78999999999999,91.9,45.550000000000004,67.64,69.46,-2.87875,0.27509922,stable,0,False
50.982914,-124.385356,CWH,CWHds1,0.27640113,0.5937922,0.23904805,0.10840282,0.23930295,0.8133489,0.6202719,0.076611,63.67,73.56,63.949999999999996,52.93,58.60999999999999,72.72,77.78,53.47,-0.0375,1.0,stable,0,False
48.987962,-123.676522,CDF,CDFmm,0.98926836,0.972154,0.9421374,0.9716974,0.80768037,0.9928992,0.89653784,0.886786,99.35000000000001,96.95,96.87,98.15,89.89,96.64,92.07,96.47,-0.4157143,0.061011903,stable,6,True
53.542185,-129.495763,CWH,CWHvh2,0.0059467405,0.0018074078,0.006612548,0.00029999763,0.0007064453,0.019267686,0.007867806,0.011363,8.51,1.6199999999999999,9.48,0.79,1.1900000000000002,10.040000000000001,11.62,24.805,1.79,0.108680554,stable,0,False
53.45589,-132.286567,CWH,CWHvh3,0.009079626,0.0065990556,0.048001155,0.019079423,0.018675448,0.074929826,0.01713666,0.004662,11.98,5.89,34.96,27.61,19.46,21.87,18.17,14.615,-1.13,0.9048611,stable,0,False
49.623661,-122.691379,CWH,CWHvm1,0.13331431,0.7617565,0.54590505,0.44409847,0.09822613,0.09731598,0.0821557,0.041714,48.86,82.97,82.1,78.77,42.0,24.68,36.5,43.65,-4.083,0.108680554,stable,0,False
51.149021,-127.032255,CWH,CWHvm2,0.14067437,0.21533757,0.27502623,0.3071213,0.057279408,0.14369725,0.089952454,0.230468,49.8,47.71,66.64,71.47,33.739999999999995,29.43,37.75,71.16,-1.03475,0.9048611,stable,0,False
52.368455,-127.260093,CWH,CWHvm2,0.0026457894,0.00545148,0.0028331534,0.0008192823,0.0059446804,0.011908294,0.005205631,0.00195,4.02,4.95,4.31,2.5700000000000003,8.99,6.88,8.84,6.859999999999999,0.541,0.27509922,stable,0,False
52.159773,-127.652324,CWH,CWHvh2,0.15088572,0.20260228,0.1728078,0.059924304,0.11025086,0.49135,0.31021267,0.07698,51.080000000000005,46.45,57.589999999999996,43.49,43.93,53.05,60.0,53.580000000000005,0.52125,0.39875993,stable,0,False
50.316537,-125.94847,CWH,CWHxm2,0.7053907,0.026799884,0.017868059,0.020282136,0.082867615,0.0714093,0.040912338,0.017329,85.94000000000001,17.19,20.560000000000002,28.439999999999998,38.99,21.41,27.27,30.320000000000004,0.7625,0.71954364,stable,0,False
51.107782,-127.6569,CWH,CWHvh1,0.82585794,0.5836048,0.6118459,0.3683807,0.68102324,0.34239912,0.44121096,0.200075,91.18,73.18,84.92,74.96000000000001,84.47,43.95,67.95,68.58,-3.1792858,0.108680554,stable,0,False
52.394394,-126.16075,CWH,CWHws2,0.0978394,0.12922598,0.015332422,0.14819016,0.020504566,0.09075315,0.06392796,0.011481,43.19,38.81,18.65,58.3,20.61,23.810000000000002,32.97,24.97,-2.005,0.71954364,stable,0,False
48.873595,-123.776863,CWH,CWHxm2,0.20146632,0.78437,0.8147137,0.7735035,0.30505064,0.917026,0.44526333,0.253181,56.76,84.37,92.44,91.08000000000001,63.85999999999999,82.94,68.13,72.74000000000001,-0.85875,0.9048611,stable,0,False
49.497715,-121.673139,CWH,CWHvm2,0.98544055,0.98513097,0.97958815,0.9533922,0.9579779,0.9959971,0.9754847,0.930655,98.97,98.17,98.66,97.36,97.41,98.07000000000001,97.22,97.71,-0.18,0.108680554,stable,8,True
48.971767,-124.325412,CWH,CWHmm2,0.27456257,0.35403934,0.13522719,0.17557153,0.29689515,0.49620965,0.87376463,0.264411,63.54,58.74,53.03,61.45,63.190000000000005,53.300000000000004,90.79,73.45,1.6116667,0.39875993,stable,0,False
51.124197,-125.160518,CWH,CWHms1,0.8259596,0.7953697,0.6624461,0.487813,0.5699417,0.3306691,0.72146714,0.586768,91.2,84.99,86.72,80.58999999999999,79.16,43.15,82.65,88.42999999999999,-1.4275,0.39875993,stable,0,False
50.175102,-125.880448,CWH,CWHmm1,0.13173766,0.046137214,0.014283464,0.024348404,0.07622934,0.15389764,0.055793893,0.006266,48.67,23.52,17.669999999999998,31.06,37.89,30.39,31.2,17.61,-1.84,0.5484127,stable,0,False
51.022665,-126.905938,CWH,CWHvm1,0.12605867,0.11647725,0.28448316,0.08629992,0.08924451,0.6154118,0.7541572,0.030224,47.9,37.03,67.25999999999999,49.03,40.19,60.17,84.32,38.41,0.715,0.71954364,stable,0,False
55.255454,-132.141883,CWH,CWHvh3,0.4845263,0.527197,0.40368053,0.2793482,0.67800766,0.7771154,0.5331417,0.735588,76.3,70.19,74.39,69.65,84.35000000000001,69.98,73.35000000000001,92.57,0.93266666,0.71954364,stable,0,False
53.02527,-127.467367,CWH,CWHvm1,0.020565573,0.023466896,0.011168047,0.01767228,0.027590847,0.20820765,0.09408378,0.013134,20.369999999999997,15.790000000000001,14.7,26.540000000000003,24.23,34.57,38.32,26.790000000000003,2.8266666,0.061011903,increasing,0,False
49.152515,-125.157429,CWH,CWHvm1,0.15514173,0.34959337,0.22943601,0.06949705,0.17857327,0.8118703,0.61043894,0.022072,51.62,58.42,63.09,45.48,52.559999999999995,72.55,77.34,33.910000000000004,3.3429167,0.71954364,stable,0,False
50.676842,-123.951103,CWH,CWHms1,0.054054756,0.07361017,0.013805671,0.08865547,0.04451862,0.36820677,0.085630976,0.019435,33.92,29.93,17.19,49.5,30.42,45.6,37.019999999999996,32.0,0.43083334,0.71954364,stable,0,False
49.650474,-121.774678,CWH,CWHds1,0.71983635,0.9057762,0.5131169,0.47845134,0.322239,0.8366831,0.65869474,0.362604,86.61,91.63,80.42,80.14,64.88000000000001,74.88,79.65,79.53,-1.5033333,0.061011903,declining,0,False
52.615287,-128.335235,CWH,CWHvh2,0.0032177,0.0035551311,0.0021884243,0.00093908544,0.01182608,0.011410844,0.003148415,0.002586,4.8500000000000005,3.2300000000000004,3.35,2.9899999999999998,14.64,6.61,5.86,9.049999999999999,0.61375,0.27509922,stable,0,False
51.438796,-124.760616,CWH,CWHms1,0.9066953,0.5448459,0.76321435,0.62870157,0.54123646,0.95800805,0.6003825,0.266156,94.99,71.05,90.61,86.61999999999999,78.03999999999999,88.42,76.92999999999999,73.54,-2.9,0.17886905,stable,0,False
50.915336,-127.246683,CWH,CWHvh1,0.15783451,0.3702057,0.09054167,0.038185943,0.08988329,0.10256445,0.3246666,0.031703,51.94,60.01,45.65,37.169999999999995,40.33,25.22,60.980000000000004,39.25,-2.78125,0.39875993,stable,0,False
49.618296,-123.455569,CWH,CWHvm2,0.5216547,0.9547779,0.8947166,0.463107,0.5845416,0.9977458,0.9753608,0.947024,78.05,95.36,95.24000000000001,79.61,79.80000000000001,98.85000000000001,97.21,98.07000000000001,0.713,0.108680554,stable,5,False
54.963614,-130.765798,CWH,CWHvh3,0.21666566,0.057441287,0.04325416,0.00770919,0.098588355,0.36907148,0.04126465,0.03348,58.36,26.490000000000002,33.2,16.950000000000003,42.02,45.660000000000004,27.42,40.12,-0.22366667,1.0,stable,0,False
53.527359,-132.23547,CWH,CWHvh3,0.019020341,0.01800207,0.023209104,0.0043586725,0.012493147,0.045172874,0.0121731125,0.008473,19.5,13.33,23.93,11.65,15.160000000000002,16.99,14.940000000000001,21.224999999999998,0.2842143,0.9048611,stable,0,False
55.084818,-132.243798,CWH,CWHvh3,0.02097803,0.005227292,0.004591501,0.0008806168,0.0037624098,0.14799194,0.0030317584,0.018126,20.64,4.75,6.97,2.79,6.04,29.86,5.71,31.03,0.77916664,0.5484127,stable,0,False
50.187045,-125.597754,CWH,CWHxm2,0.9905669,0.9927065,0.965429,0.9579559,0.99276465,0.99448496,0.99173707,0.945193,99.48,99.19,97.89999999999999,97.55,99.64,97.28999999999999,98.98,97.99,-0.20166667,0.39875993,stable,8,True
50.403557,-126.450918,CWH,CWHvm2,0.38501555,0.12653162,0.105956644,0.05429704,0.07084546,0.47379422,0.091625474,0.051314,71.17,38.36,48.49,41.94,36.75,51.88,37.980000000000004,46.910000000000004,-0.92833334,0.5484127,stable,0,False
50.045189,-126.185042,CWH,CWHvm1,0.14648537,0.42027777,0.12722807,0.28469253,0.110711575,0.6301506,0.40091762,0.05828,50.449999999999996,63.38,52.01,70.08,43.99,61.040000000000006,65.53,49.11,0.11928572,1.0,stable,0,False
50.575829,-127.886556,CWH,CWHvm2,0.3715564,0.8712126,0.14165418,0.083981775,0.026948515,0.8225761,0.30970517,0.031487,70.28,89.36,53.879999999999995,48.63,23.93,73.6,59.96,39.14,-4.8492856,0.27509922,stable,0,False
50.237006,-127.180185,CWH,CWHvm1,0.39564,0.8085275,0.7705384,0.77966857,0.8923197,0.9572354,0.62198746,0.15377,71.78,85.82,90.91,91.3,93.66,88.26,77.86,64.46,-0.9645238,0.9048611,stable,0,False
49.118309,-122.364075,CWH,CWHdm,0.9265426,0.9898482,0.9883062,0.99215925,0.98134226,0.9793301,0.96655756,0.977145,95.91,98.78,99.24,99.42999999999999,98.8,92.49000000000001,96.46000000000001,99.17,0.035833333,0.9048611,stable,7,True
49.578209,-123.37284,CWH,CWHvm1,0.20162913,0.727509,0.17431141,0.19402225,0.26663837,0.7288781,0.53442955,0.140411,56.779999999999994,81.08999999999999,57.769999999999996,63.41,60.68,66.94,73.44000000000001,63.04,1.0145,0.39875993,stable,0,False
