year,raw_mean,raw_median,raw_std,raw_pct_ge_95,rank_mean,rank_median,top_k_threshold,top_k_count
2017,0.2743353,0.14238008856773376,0.2994381785392761,3.04,50.005,50.004999999999995,0.9068641066551204,501
2018,0.34799019,0.24079087376594543,0.32415077090263367,4.95,50.005,50.004999999999995,0.9496350347995758,501
2019,0.25041384,0.11308907717466354,0.28751540184020996,2.87,50.005,50.004999999999995,0.8884508222341536,501
2020,0.23160164,0.09158683568239212,0.28669092059135437,2.79,50.005,50.004999999999995,0.8891359716653824,501
2021,0.28519732,0.15394091606140137,0.3034786880016327,3.1199999999999997,50.005,50.004999999999995,0.9187281668186185,501
2022,0.47029254,0.4411231577396393,0.35961610078811646,12.839999999999998,50.005,50.004999999999995,0.9884597301483155,501
2023,0.31822547,0.19014248251914978,0.32181623578071594,4.8,50.005,50.004999999999995,0.9473860383033751,501
2024,0.19507869,0.06197249889373779,0.2631838619709015,1.82,50.005,50.004999999999995,0.829957556724548,501
